model,method,sampling_strategy,k_neighbors,n_estimators,max_depth,min_samples_leaf,max_features,AUPRC,Average_Precision,Custom_Score
RF,SMOTE,0.1,5,25,10,2,sqrt,0.8341,0.8342,673
